IDENTIFIKATOR_KLIJENTA,DOB,GRAD_STALNE_ADRESE,POSTANSKI_BROJ_STALNE_ADRESE,ZUPANIJA_STALNE_ADRESE,DRZAVA_STALNE_ADRESE,STATISTICKA_OZNAKA,ORGANIZACIJSKA_JEDINICA_KLIJENTA,DATUM_PRVOG_POCETKA_POSLOVNOG_ODNOSA,DATUM_ZADNJEG_POCETKA_POSLOVNOG_ODNOSA,SPOL,STATUS_ZAPOSLENJA,VRSTA_ZAPOSLENJA,POZICIJA,STRUCNA_SPREMA,SIFRA_VRSTE_KLIJENTA,DRZAVA_NACIONALNOSTI,GRAD_DOPISNE_ADRESE,POSTANSKI_BROJ_DOPISNE_ADRESE,ZUPANIJA_DOPISNE_ADRESE,DRZAVA_DOPISNE_ADRESE,KREDITNI_RATING,OZNAKA_AKVIZICIJE_KLIJENTA,IMA_LI_KLIJENT_KYC_BLOKADU,KLIJENT_REZIDENT,GODINE_STAZA_KOD_TRENUTNOG_POSLODAVCA,GODINE_STAZA,ZANIMANJE,KATEGORIJA_POSLODAVCA,TIP_POSLODAVCA,VRSTA_STANOVANJA,PERIOD_PROVEDEN_NA_TRENUTNOJ_ADRESI,TIP_VLASNISTVA,BROJ_CLANOVA_KUCANSTVA,BROJ_UZDRZAVANIH_CLANOVA_KUCANSTVA,KLIJENT_PREMINUO,BRACNI_STATUS,KLIJENT_PRIMA_OSNOVNO_PRIMANJE_U_BANCI
4WOFYXKT2257,47,ZAGREB-SLOBOŠTINA,10010,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB-SLOBOŠTINA,10010,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
K852TDMBHF5S,83,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
IHBMEJBT3AAN,62,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
6EEF1DZWYYET,87,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
18TU1X8NEZ1C,44,PIŠKOREVCI,31410,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,11/4/2006/,11/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,PIŠKOREVCI,31410,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HVN5CFVRNJIV,69,RIJEKA,51000,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,M,EMPLOYED,OSTALO,OSTALO,,60015,HR,RIJEKA,51000,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
RM7FDJLKP4GF,81,DRVENIK VELIKI,21220,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,DRVENIK VELIKI,21220,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HJHI9BZOA1LE,74,VRSAR,52450,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,206,30/8/2011/,30/8/2011/,M,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,VRSAR,52450,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,OSTALO,>5,,2.0,,N,,NE
TUNLHWOTU0AF,53,OTOČAC,53220,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,201,29/4/2006/,29/4/2006/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,OTOČAC,53220,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
HT743IRYF4NM,0,ĐAKOVO,31400,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,238,3/3/2025/,3/3/2025/,F,,OSTALO,OSTALO,,60015,HR,ĐAKOVO,31400,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
RUFXK39KGU1V,0,ĐURĐENOVAC,31510,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,239,6/3/2025/,6/3/2025/,F,,NEZAPOSLEN,OSTALO,,60015,HR,ĐURĐENOVAC,31510,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
F9DJ4QUYDOMD,0,BISTRINCI,31550,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,241,6/3/2025/,6/3/2025/,F,,OSTALO,OSTALO,,60015,HR,BISTRINCI,31550,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
TRMQ590KP3J2,0,ŠLJIVOŠEVCI,31540,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,240,6/3/2025/,6/3/2025/,M,,OSTALO,OSTALO,,60015,HR,ŠLJIVOŠEVCI,31540,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
ZYDAVBAW3KO8,0,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,236,6/3/2025/,6/3/2025/,F,,OSTALO,OSTALO,,60015,HR,OSIJEK,31000,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
9MXTSAZLM2OP,0,STRIZIVOJNA,31410,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,238,3/3/2025/,3/3/2025/,F,,OSTALO,OSTALO,,60015,HR,STRIZIVOJNA,31410,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
DA55XKXF8RUZ,0,ČEPIN,31430,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,225,6/3/2025/,6/3/2025/,F,,OSTALO,OSTALO,,60015,HR,ČEPIN,31430,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
25VH9AM2DKJY,72,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,253,25/11/2024/,25/11/2024/,M,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
K05B57SC8JGT,80,PODGORA,21320,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,18/6/2010/,18/6/2010/,M,,UMIROVLJENIK,OSTALO,SSS,60015,HR,PODGORA,21320,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,KUĆA,2.0,,N,Y,DA
W8CBBI8BRTB2,43,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,226,27/1/2025/,27/1/2025/,M,,ZAPOSLEN,VLASNIK,,60015,HR,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
LMN0N7OXBBG3,64,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,269,3/2/2025/,3/2/2025/,F,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
SPSGBASYD8TL,38,STARA LIPA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,258,4/3/2025/,4/3/2025/,F,,NEZAPOSLEN,OSTALO,,60015,HR,POŽEGA,34000,POŽEŠKO-SLAVONSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
TUE5EV05MTBT,29,PRZERADZ,78-40,,POLJSKA,60000023 - NEREZIDENT PRAVNA ILI FIZIČKA OSOBA,262,4/3/2025/,4/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60023,PL,PIROVAC,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,N,,,,d.o.o. privatno,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
FGAJVWWOY4SM,55,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,5/3/2025/,5/3/2025/,F,,NEZAPOSLEN,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
T1A414NEG251,58,HRASTJE,10380,ZAGREBAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,229,5/3/2025/,5/3/2025/,M,,UMIROVLJENIK,OSTALO,,60015,HR,HRASTJE,10380,ZAGREBAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
3O2X5SW76206,15,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,21/6/2024/,21/6/2024/,F,,OSTALO,OSTALO,,60015,HR,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
7PMBCL8NVOAG,40,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,218,18/5/2010/,18/5/2010/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
ZNJ3VHUI4CH1,73,OKRUG GORNJI,21220,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,244,30/11/2011/,30/11/2011/,F,,UMIROVLJENIK,OSTALO,VSS,60015,HR,OKRUG GORNJI,21220,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",,OSTALO,VLASTITI STAN/KUĆA,3-5,,2.0,1.0,N,Y,NE
PTV47TT1QXGE,65,DUGA RESA,47250,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,1/10/2024/,1/10/2024/,F,,UMIROVLJENIK,OSTALO,,60015,HR,DUGA RESA,47250,KARLOVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
QV1CQGH2CM11,40,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,214,11/10/2024/,11/10/2024/,M,,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,ZADAR,23000,ZADARSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,3-7,>10,OSTALI ZAPOSLENICI,Državno/Lokalno poduzeće,JAVNO PODUZEĆE,KOD RODITELJA,>5,,1.0,,N,N,DA
9RPAFI7WIIFK,86,FAŽANA,52210,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,11/10/2024/,11/10/2024/,M,,UMIROVLJENIK,OSTALO,,60015,HR,FAŽANA,52210,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
F1OMLQUPJLGM,69,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,266,25/10/2024/,25/10/2024/,F,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
XCKGYI2YKLFM,64,IVANJA REKA,10370,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,229,2/12/2024/,2/12/2024/,F,,UMIROVLJENIK,OSTALO,,60015,HR,IVANJA REKA,10370,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
B1Y9FVY5XQZC,55,KRK,51500,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,256,3/1/2025/,3/1/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,KRK,51500,PRIMORSKO-GORANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
7CSV8HN63ARE,74,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,227,8/1/2025/,8/1/2025/,F,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
09V33V6R3MW1,33,STUBIČKE TOPLICE,49240,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,272,20/1/2025/,20/1/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,STUBIČKE TOPLICE,49240,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,DA
MTVHCFY4PDC7,32,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,245,20/1/2025/,20/1/2025/,M,,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,VINKOVCI,32100,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,>7,5-10,"DRŽAVNI SLUŽBENIK, ZAPOSLENICI U JAVNIM USTANOVAMA","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,PODSTANAR,<3,,1.0,,N,N,DA
0P5OV70CBTDJ,70,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,269,27/7/2010/,2/10/2023/,F,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
Q5W1CVDT6ODK,43,DUGOPOLJE,21200,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,246,6/3/2025/,6/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,DUGOPOLJE,21200,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,>7,>10,"DRŽAVNI SLUŽBENIK, ZAPOSLENICI U JAVNIM USTANOVAMA","Državna uprava/ ministarstva/HNB/Hanfa/ Lokalna uprava (županija, grad, općina)",JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,KUĆA,3.0,1.0,N,Y,NE
WMBTN4L1Z0SZ,72,SRIMA,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,262,6/3/2025/,6/3/2025/,M,,UMIROVLJENIK,OSTALO,,60015,HR,SRIMA,22210,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
273EG9KDYSIO,59,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,246,6/3/2025/,6/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
ACYV1QRWBGHJ,45,KOPRIVNICA,48000,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,247,6/3/2025/,6/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,KOPRIVNICA,48000,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
BLDAU5ITC0FS,28,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,7/3/2025/,7/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,VSS,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,3-7,1-5,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",Državno/Lokalno poduzeće,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,STAN,2.0,,N,Y,NE
5Y75GW97Y9OP,65,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,7/3/2025/,7/3/2025/,M,,UMIROVLJENIK,OSTALO,,60015,HR,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
UCXBHAJDTHPA,48,BRODARICA,22230,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,205,7/3/2025/,7/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,BRODARICA,22230,ŠIBENSKO-KNINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
F36BTYHFA50I,38,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,245,10/3/2025/,10/3/2025/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - MALO,,,,,,N,,NE
M049Q695YBLC,34,KLUPCI,49210,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,777,3/5/2024/,3/5/2024/,M,,ZAPOSLEN,NIŽA RAZINA RUKOVOĐENJA,,60015,HR,KLUPCI,49210,KRAPINSKO-ZAGORSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - SREDNJE,,,,,,N,,DA
G165H43K1DGA,74,BISTRINCI,31550,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,241,10/5/2024/,10/5/2024/,F,,UMIROVLJENIK,OSTALO,,60015,HR,BISTRINCI,31550,OSJEČKO-BARANJSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,HONORARAC,,,,,,N,,NE
UQN9EO8GD2K8,19,OTEŠ,53210,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,201,1/7/2024/,1/7/2024/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,OTEŠ,53210,LIČKO-SENJSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - SREDNJE,,,,,,N,,DA
GSJRSAMV4DHB,68,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,273,4/9/2024/,4/9/2024/,M,,UMIROVLJENIK,OSTALO,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
3K0CJGSGRRJ5,75,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,227,7/10/2024/,7/10/2024/,F,,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,NE
UHMBD6KWUQXA,29,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,21/4/2008/,21/4/2008/,M,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,NE
FPG6RXLXBOLY,53,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,273,12/11/2024/,12/11/2024/,F,,ZAPOSLEN,ZAPOSLENIK,,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,PRIVATNO PODUZEĆE - VELIKO,,,,,,N,,NE
51X4U3DBA536,33,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,212,9/8/2007/,9/8/2007/,F,EMPLOYED,OSTALO,OSTALO,,60015,HR,VUKOVAR,32000,VUKOVARSKO-SRIJEMSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,,,,,,,N,,NE
H6SZ3EMJAHIA,51,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,248,31/7/1996/,31/7/1996/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,BJELOVAR,43000,BJELOVARSKO-BILOGORSKA ŽUPANIJA,HRVATSKA,6.0,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",Državno/Lokalno poduzeće,JAVNO PODUZEĆE,KOD SUPRUŽNIKA/PARTNERA,>5,,3.0,,N,Y,DA
EEE2G430IJG7,57,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,207,24/10/1996/,24/10/1996/,F,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,PULA,52100,ISTARSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,>7,>10,OSTALI ZAPOSLENICI,d.d. privatno,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,,4.0,,N,Y,DA
AY74V0HXW95U,42,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,246,7/3/2007/,7/3/2007/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,>7,,OSTALI ZAPOSLENICI,,JAVNO PODUZEĆE,VLASTITI STAN/KUĆA,>5,STAN,5.0,3.0,N,Y,DA
C7HM538KFC7A,73,LASTOVO,20290,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,216,16/9/2019/,16/9/2019/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,LASTOVO,20290,DUBROVAČKO-NERETVANSKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,,,,,OSTALO,,,,,,N,,DA
8HBTPJES403Z,52,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,210,21/9/1995/,21/9/1995/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,SSS,60015,HR,SPLIT,21000,SPLITSKO-DALMATINSKA ŽUPANIJA,HRVATSKA,3.0,HPB,N,Y,>7,>10,"ZAPOSLENICI U JAVNIM PODUZEĆIMA, NASTAVNICI, PROFESORI, ODGOJITELJI/CE",Državno/Lokalno poduzeće,JAVNO PODUZEĆE,KOD RODITELJA,>5,,4.0,,N,N,DA
F3G6QO4RLVOL,62,ŽAKANJE,47270,KARLOVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,252,4/10/2005/,4/10/2005/,M,EMPLOYED,ZAPOSLEN,ZAPOSLENIK,,60015,HR,ŽAKANJE,47270,KARLOVAČKA ŽUPANIJA,HRVATSKA,2.0,HPB,N,Y,,,,,JAVNO PODUZEĆE,,,,,,N,,DA
7CKYWNHIFJXL,62,DRAGANOVEC,48000,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,247,13/11/2003/,13/11/2003/,F,EMPLOYED,UMIROVLJENIK,OSTALO,SSS,60015,HR,DRAGANOVEC,48000,KOPRIVNIČKO-KRIŽEVAČKA ŽUPANIJA,HRVATSKA,,HPB,N,Y,3-7,>10,"UMIROVLJENICI, POMORCI, SLUŽB. POD. KOJA NISU POVEZANA S DRŽAVOM",,OSTALO,VLASTITI STAN/KUĆA,>5,,1.0,,N,N,DA
KVP0A9TSAXSV,81,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,60000015 - OSTALE FIZIČKE OSOBE,217,6/3/1994/,6/3/1994/,F,EMPLOYED,UMIROVLJENIK,OSTALO,,60015,HR,ZAGREB,10000,GRAD ZAGREB,HRVATSKA,3.0,HPB,N,Y,,,,,OSTALO,VLASTITI STAN/KUĆA,>5,,2.0,,N,Y,DA
